rules/00_level_system.md	全生命の実力指標「レベル(1〜100)」の意味と、レベル帯ごとの強さの目安。
rules/01_skill_system.md	技術・才能を表す「スキル」の仕組みとレベル、習得の考え方。
rules/02_status_system.md	HP/MP/ATK/DEF/INT/SPD/DEXの7ステータスとランク評価値(S=25〜F=-4)。評価値は段階値(F=−2〜S=5)を符号付きで二乗して導き、7能力の合計を基礎Lv、±2補正で表示Lvとする。
rules/03_combat_system.md	HPではなく「戦況値」で進める戦闘判定ルール(スキルLv d ステータスランク)。
rules/05_magic_theory.md	第一〜第七階位で構成される魔法の体系と、各階位でできること。
rules/06_personality_conversion.md	戦闘用ステータス・スキルを性格・コミュ力・対人態度へ読み替える補助表。
rules/10_new_character_format.md	新規キャラを作る共通フォーマット(核を一つに絞る・生活面・数値検算)。
rules/11_colosseum_duel_system.md	コロッセオ公開試合用の、3ターンで決着する簡易決闘ルール。
world/00_core_concept.md	世界の根本設定。強さ=レベル+ステータス+スキル、継続拡張が前提。
world/01_geography.md	惑星規模の地理概要。複数大陸と無数の島々が存在する。
world/02_alvein_continent.md	主舞台アルヴェイン大陸の概要。五地域・五大国を擁する有数の文明圏。
world/03_history.md	神代(五龍到来)→開拓→国家成立→戦乱→現在、の歴史年表。
world/04_monster_taxonomy.md	モンスターの基本種族分類(非網羅的な管理用リスト)。
world/05_civilization_classification.md	知性ある存在を文明圏との関係で分ける「文明人分類」。
world/06_economy.md	通貨G・物価・冒険者ランク別報酬・素材買い取りランク制度。金額を動かす場面の基準。
world/07_settlement_generation.md	集落・都市を規模に応じて生成するルール(付随する危険地域等)。
world/08_danger_zone_generation.md	魔物・魔力で危険化した「危険地域」を生成するルール。
world/09_dungeon_generation.md	自然発生・遺構・人工など、ダンジョンを生成するルール。
world/10_road_generation.md	集落を結ぶ街道の生成ルールと、街道から外れるほど上がる危険度。
world/12_mermaid.md	海洋種族「人魚」。アクア・フロウ連合の主要種族。
world/13_giant.md	極寒適応の大型種族「巨人」。クリスタル・フロスト帝国の主要種族。
world/14_adventurers_guild.md	世界最大の中立組織・冒険者ギルド。依頼の流れ・F〜Sランク制度・素材買取。
world/16_minor_nations.md	セントラル・ヘイヴン王国周辺に点在する多数の小国。
world/26_amamiya.md	統制パーティー4人が水の身体を融合させた合体形態「雨宮(水精女王)」。
world/crossroad/11_crossroad_city.md	主舞台クロスロードの総合設定。人口・統治・街の転機・街道・危険地域4/ダンジョン3。
world/crossroad/20_crossroad_city_districts.md	市内5区画(中央/北/東/南/西)の役割・主な施設・主なNPC一覧。
world/crossroad/21_crossroad_inns.md	冒険者向けの宿5軒(安宿〜高級・歓楽街寄り・工房付き)と料金帯。
world/crossroad/22_crossroad_bulletin_boards.md	ギルド正式依頼板とは別の、区画ごとの街区掲示板(軽い仕事・求人・告知)。
world/crossroad/27_crossroad_colosseum.md	西区の大型闘技施設。実力抑制リング・賭け・興行試合の運営ルール。
world/crossroad/28_crossroad_casino.md	西区の合法賭博施設。各種ゲームと乱数運用のルール。
world/crossroad/29_crossroad_magic_board_race.md	カジノの人気遊戯・魔導盤レース(光の幻獣を走らせるミニ競馬)。
world/crossroad/30_crossroad_purification_institute.md	中央区の浄化院。土地浄化・呪物処理・結界維持・対アンデッド支援。
world/crossroad/31_crossroad_security_forces.md	衛兵隊・騎士団・ギルド・浄化院の役割分担と衛兵の階級別レベル目安。
world/crossroad/32_black_needle_society.md	街の裏の情報・暗殺組織「黒針会」。会主・幹部・ミレーヌとの関係。
world/crossroad/33_crossroad_magic_slot.md	カジノの遊技台・魔導スロット(三本リールの絵柄揃え)。
world/crossroad/42_crossroad_artisan_goods.md	南区職人区で危険地域の素材が加工された、冒険者向け商品の数々。
world/crossroad/43_crossroad_magic_circle.md	街の魔法使いが集う民間魔法サークル(相談・講習・共同作業場)。
world/crossroad/44_crossroad_nicknames.md	主要NPC60人の通り名・本名・所属の対応一覧(NPC逆引きの起点)。
world/crossroad/45_crossroad_district_markets.md	5区画それぞれ性格の異なる市場(中央広場市・西の夜市・南の投げ売り市等)。
world/crossroad/46_crossroad_matchmaking_festival.md	年一度の婚活祭り「結び路の祝祭」。領主クラリスも強制参加の名物行事。
world/crossroad/47_crossroad_harvest_festival.md	月一度の食の祭り「巡穣祭」。その月最多の作物を街ぐるみで消費。
world/crossroad/48_grand_temple_dragon_records.md	中央区で大地龍を祀る大神殿と、その大地龍石膏像・龍の記録。
world/crossroad/49_crossroad_dining.md	区画ごとに客層が棲み分けられた酒場6・茶屋6・高級料理店7軒。各店に常連の顔ぶれを明記し、全NPCがどこかの店で会える「出会いの動線」として運用する。
world/crossroad/50_crossroad_brothels.md	西区の主要娼館三軒(紅玻璃館・桃灯楼・百花迷宮)の格と客層。
world/crossroad/51_black_needle_info_network.md	黒針会が運営し生活インフラ化した、伝言・情報屋網の拠点網。
world/crossroad/52_crossroad_gates_streets.md	四街道に対応する四大門と、中央広場へ延びる四本の大通り。
world/crossroad/53_crossroad_wandering_events.md	目的なく街を歩く時に挟む軽い散策イベント(世間話・手伝い・噂話)。
world/crossroad/54_crossroad_theater.md	西区の大劇場《万象座》と巡業劇団(演劇・歌劇・幻術劇)。
world/crossroad/55_crossroad_bathhouse.md	東区の市内最大の公衆浴場《四路の湯》。幅広い住民が集う日常施設。
world/crossroad/56_crossroad_gadget_workshop.md	南区の特殊機構工房《仕掛屋・六番工房》。注文制作・機能付与専門。
world/crossroad/57_black_glass_ruins.md	ダンジョン①黒硝子遺跡(全30階)。古代ゴーレム製造施設跡。Lv10〜40。
world/crossroad/58_forgotten_mine.md	ダンジョン②忘れられた鉱山(全40階)。空間・記憶異常のある廃鉱山。Lv25〜55。
world/crossroad/59_star_devourer_temple.md	ダンジョン③星喰いの地下神殿(第50層まで確認)。宇宙由来を祀る高難度神殿。
world/crossroad/60_sazameki_plains.md	危険地域①さざめき平原(Lv10〜20)。冒険者デビューの定番地。
world/crossroad/61_red_fang_forest.md	危険地域②赤牙森林(Lv25〜35)。薬効資源を守る縄張り持ちの魔獣。
world/crossroad/62_grey_rock_canyon.md	危険地域③灰岩峡谷(Lv40〜50)。飛行魔物と鉱石・結晶の採取地。
world/crossroad/63_bone_toll_moor.md	危険地域④骨鳴り墓原(Lv55〜65)。アンデッドを集める古戦場跡の墓原。
world/crossroad/64_danger_zone_quest_board.md	4つの危険地域を舞台にした、ギルド定番依頼の掲示例。
world/crossroad/65_dungeon_quest_board.md	3つのダンジョンを舞台にした、ギルド定番依頼の掲示例。
world/crossroad/66_civilian_security_quest_board.md	街道・都市が舞台の護衛・盗賊討伐・捕縛・警備の定番依頼例。
world/crossroad/67_crossroad_casino_high_and_low.md	カジノのカードゲーム・ハイアンドローの遊び方とルール。
world/crossroad/68_crossroad_casino_war.md	カジノのカードゲーム・カジノウォーの遊び方とルール。
world/crossroad/69_crossroad_seven_indian_poker.md	カジノのカードゲーム・セブンインディアンポーカーのルール。
world/dragons/36_forest_five_dragons.md	森林龍に連なる五体の守護竜「森林五枝竜」。エターナル・グローブ王国の最高位。
world/dragons/37_earth_dragon.md	五龍の一柱・大地龍(Lv95)。中央平原と生命力の源。
world/dragons/38_volcano_dragon.md	五龍の一柱・火山龍(Lv97)。火山地帯を形作った最強格。
world/dragons/39_ice_dragon.md	五龍の一柱・氷結龍(Lv93)。氷雪地帯の主。
world/dragons/40_ocean_dragon.md	五龍の一柱・海洋龍(Lv96)。海洋地帯の主。
world/dragons/41_forest_dragon.md	五龍の一柱・森林龍(Lv94)。巨大森林の主。
world/nations/15_central_haven_kingdom.md	五大国の一つ、クロスロードを擁するセントラル・ヘイヴン王国(農業・商業国家)。
world/nations/17_central_haven_undead_problem.md	大地龍の生命力残滓が招く、王国のアンデッド発生問題。
world/nations/18_religious_organizations.md	王国の宗教組織群(豊かな土地の恵みと信仰の背景)。
world/nations/19_twin_hammer_order.md	対アンデッド専門で名高い「双槌の聖戦修道女団」。墓原の定期掃討を担う。
world/nations/23_volcanic_forge_empire.md	五大国・ヴォルカニック・フォージ帝国(北西火山地帯、鍛冶・鉱業)。
world/nations/24_crystal_frost_empire.md	五大国・クリスタル・フロスト帝国(北東氷雪地帯、巨人・氷結姫)。
world/nations/25_aqua_flow_union.md	五大国・アクア・フロウ連合(南西海洋地帯、人魚が主要種族)。
world/nations/34_eternal_grove_kingdom.md	五大国・エターナル・グローブ王国(南東森林地帯、精霊樹・森林五枝竜)。
world/nations/35_eternal_grove_marukago_formation.md	エターナル・グローブ王国の防衛陣形「丸籠陣形(連結盾)」。
characters/_template.md	キャラクターシートの空テンプレート(基本情報・ステータス・スキル・判定)。
characters/npcs/01_clarisse_weissfeld.md	領主クラリス。街全体の方針・調整を担う。ミレーヌの実姉。
characters/npcs/02_milene_weissfeld.md	西区・歓楽街組合トップのミレーヌ。黒針会を統制下に。クラリスの実妹。
characters/npcs/03_valeria_grenz.md	領主騎士団長ヴァレリア「特大剣の騎士団長」。街道・都市外防衛のA級。
characters/npcs/04_ada_lockwell.md	衛兵隊長エイダ。都市内の治安責任者。
characters/npcs/05_luca_fennel.md	若手騎士ルカ。冒険者と領主側を繋ぐ現場連絡役。
characters/npcs/06_galm_forgelight.md	南区の腕利き鍛冶師ガルム。武器修理・特注武具の窓口。
characters/npcs/07_dario_langford.md	冒険者ギルド支部長ダリオ。元斥候兼鑑定士で人材鑑定に長ける。
characters/npcs/08_silver_raven_feather.md	Bランク女性冒険者4人組「銀鴉の羽根」。街屈指の実力派パーティー。
characters/npcs/09_celia.md	浄化院の若手神官セリア。浄化依頼・軽治療・アンデッド相談の窓口。
characters/npcs/10_linette.md	情報屋リネット。中堅斥候で、有料で依頼の裏事情を教える。
characters/npcs/11_marina.md	東区の世話役マリナ。住民の小さな困りごと・住民依頼の窓口。
characters/npcs/12_roze_and_rize.md	盗人姉妹ロゼ&リゼ。色仕掛けとスリの小悪党、街の軽いトラブル役。
characters/npcs/13_mika.md	南区の薬品職人ミルカ。ヘンテコ薬に紛れて有用な薬も置く掘り出し物店。
characters/npcs/14_mina.md	黒針会幹部「潜入のミーナ」。子供のような外見で潜入・偽装を得意とする。
characters/npcs/15_zara.md	黒針会幹部「蠍尾のザラ」。蠍獣人で暗殺・追跡・裏切り者処理担当のA級。
characters/npcs/16_gideon.md	黒針会会主ギデオン。組織の最終裁定を担う老練な会主。
characters/npcs/17_riera.md	ギルド受付リエラ。世話焼きだがかなりの恋愛脳で即カップリング認定。
characters/npcs/18_milei.md	民間魔法サークル取りまとめ役ミレイ。基礎魔法指導・魔法相談の窓口。
characters/npcs/19_rosalia.md	紅玻璃館の筆頭花魁ロザリア。精霊憑依と陰陽循環術を操る。
characters/npcs/20_bernadette.md	桃灯楼の人気嬢ベルナデッタ。犬獣人で広い人脈を持つ緊急招集役。
characters/npcs/21_elsia.md	昼は術師会・夜は百花迷宮の幻術娼婦エルシア。Lv40のレベルキャップ到達者。
characters/npcs/22_balto.md	北門の古参門衛バルト。出入り確認・道案内を担う街の顔役。
characters/npcs/23_elias_veil.md	巡業劇団専属脚本家エリアス・ヴェイル。万象座の代表作を手掛ける。
characters/npcs/24_viviana_loudbell.md	コロッセオ専属実況者ヴィヴィアナ。熱狂を作る名物職員。
